% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=971549, Mon Sep 30 11:49:51 2019
1 10 -0.08192835986215397 0 0 0.10599165303961897 1 1 1 1 1 1 1 1 1 1 1
2 20 -0.12329247124763143 0 0 0.12791682811664457 1 1 1 1 1 1 1 1 1 1 1
3 30 -0.13352147898820263 0 0 0.15238816911828243 1 1 1 1 1 1 1 1 1 1 1
4 40 -0.17701178708969353 0 0 0.11292130960769924 1 1 1 1 1 1 1 1 1 1 1
5 50 -0.19967374123313558 0 0 0.13321809314860833 1 1 1 1 1 1 1 1 1 1 1
