% # columns="iter, evals, sigma, 0, fitness, xbest" seed=971549, Mon Sep 30 11:49:51 2019, <python>{}</python>
1 10 0.23175408042577553 0 -0.6191139817237854 29.0 14.0 2.0 9.0 0.0 2.0 0.0 7.0 6.0 1.0 24.0
2 20 0.3366217975097293 0 -0.2731226682662964 28.0 14.0 1.0 9.0 0.0 2.0 1.0 7.0 5.0 0.0 24.0
3 30 0.5271232954947388 0 -0.36912232637405396 29.0 14.0 0.0 9.0 0.0 2.0 0.0 7.0 5.0 1.0 24.0
4 40 0.6936310746036474 0 -0.2524951100349426 29.0 14.0 0.0 9.0 0.0 2.0 0.0 7.0 5.0 0.0 24.0
5 50 0.8795950558078138 0 -0.7825667262077332 29.0 13.0 0.0 9.0 0.0 2.0 0.0 7.0 5.0 0.0 24.0
