# ----------------------------------------
# elektrischefietsen.com gefilterd
# Content Drilldown
# 20181001-20190710
# ----------------------------------------

Page path level 2,Date,Page Views,Unique Page Views,Avg. Time on Page,Bounce Rate,% Exit
/bikkel-bikes-bikkel-ibee-rm-dames/,20190525,1,1,00:01:14,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190601,1,1,00:00:20,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190605,1,1,00:00:54,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190606,1,1,00:00:00,0.00%,100.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190611,1,1,00:00:14,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190615,1,1,00:00:00,0.00%,100.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190616,1,1,00:00:14,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190621,1,1,00:00:14,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190627,1,1,00:00:50,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190629,1,1,00:00:04,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190630,1,1,00:00:24,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190701,1,1,00:00:02,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190703,1,1,00:01:45,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190707,1,1,00:00:42,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-dames/,20190708,1,1,00:00:05,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181005,1,1,00:00:14,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181013,1,1,00:00:11,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181014,1,1,00:00:29,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181015,1,1,00:00:35,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181028,1,1,00:00:12,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181029,1,1,00:00:56,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181104,1,1,00:00:00,100.00%,100.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181107,1,1,00:01:11,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181114,1,1,00:00:23,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181115,1,1,00:00:08,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181126,1,1,00:00:36,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181207,1,1,00:00:02,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181216,1,1,00:00:57,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20181224,1,1,00:00:28,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190102,1,1,00:01:31,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190103,1,1,00:00:02,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190109,1,1,00:00:00,0.00%,100.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190115,1,1,00:00:19,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190126,1,1,00:00:34,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190131,1,1,00:00:33,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190202,1,1,00:00:14,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190210,1,1,00:01:21,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190212,1,1,00:00:26,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190217,1,1,00:00:37,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190326,1,1,00:00:33,0.00%,0.00%
/bikkel-bikes-bikkel-ibee-rm-heren/,20190404,1,1,00:00:47,0.00%,0.00%
