# ----------------------------------------
# elektrischefietsen.com gefilterd
# Content Drilldown
# 20181001-20190710
# ----------------------------------------

Page path level 2,Date,Page Views,Unique Page Views,Avg. Time on Page,Bounce Rate,% Exit
/hercules-e-joy-f7/,20181106,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20181107,1,1,00:00:15,0.00%,0.00%
/hercules-e-joy-f7/,20181108,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20181111,1,1,00:00:00,0.00%,100.00%
/hercules-e-joy-f7/,20181113,1,1,00:00:23,0.00%,0.00%
/hercules-e-joy-f7/,20181123,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20181127,1,1,00:00:23,0.00%,0.00%
/hercules-e-joy-f7/,20181128,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20181129,1,1,00:01:57,0.00%,0.00%
/hercules-e-joy-f7/,20181212,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20181222,1,1,00:00:00,0.00%,100.00%
/hercules-e-joy-f7/,20181231,1,1,00:01:06,0.00%,0.00%
/hercules-e-joy-f7/,20190117,1,1,00:00:21,0.00%,0.00%
/hercules-e-joy-f7/,20190119,1,1,00:01:13,0.00%,0.00%
/hercules-e-joy-f7/,20190123,1,1,00:00:00,0.00%,100.00%
/hercules-e-joy-f7/,20190130,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190201,1,1,00:00:57,0.00%,0.00%
/hercules-e-joy-f7/,20190203,1,1,00:01:27,0.00%,0.00%
/hercules-e-joy-f7/,20190206,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190207,1,1,00:00:17,0.00%,0.00%
/hercules-e-joy-f7/,20190208,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190209,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190212,1,1,00:01:31,0.00%,0.00%
/hercules-e-joy-f7/,20190220,1,1,00:01:27,0.00%,0.00%
/hercules-e-joy-f7/,20190313,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190317,1,1,00:00:00,50.00%,100.00%
/hercules-e-joy-f7/,20190322,1,1,00:00:43,0.00%,0.00%
/hercules-e-joy-f7/,20190324,1,1,00:00:22,0.00%,0.00%
/hercules-e-joy-f7/,20190325,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190401,1,1,00:00:33,0.00%,0.00%
/hercules-e-joy-f7/,20190417,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190422,1,1,00:00:05,0.00%,0.00%
/hercules-e-joy-f7/,20190426,1,1,00:00:22,0.00%,0.00%
/hercules-e-joy-f7/,20190501,1,1,00:01:15,0.00%,0.00%
/hercules-e-joy-f7/,20190504,1,1,00:00:08,0.00%,0.00%
/hercules-e-joy-f7/,20190514,1,1,00:00:39,0.00%,0.00%
/hercules-e-joy-f7/,20190517,1,1,00:00:02,0.00%,0.00%
/hercules-e-joy-f7/,20190518,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190527,1,1,00:00:39,0.00%,0.00%
/hercules-e-joy-f7/,20190528,1,1,00:01:12,0.00%,0.00%
/hercules-e-joy-f7/,20190529,1,1,00:00:33,0.00%,0.00%
/hercules-e-joy-f7/,20190530,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190531,1,1,00:00:00,100.00%,100.00%
/hercules-e-joy-f7/,20190605,1,1,00:00:07,0.00%,0.00%
