# ----------------------------------------
# elektrischefietsen.com gefilterd
# Content Drilldown
# 20181001-20190710
# ----------------------------------------

Page path level 2,Date,Page Views,Unique Page Views,Avg. Time on Page,Bounce Rate,% Exit
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20181001,4,3,00:00:20,0.00%,25.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20181003,4,3,00:00:33,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20181018,4,4,00:00:22,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190305,4,2,00:00:33,0.00%,25.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190309,4,2,00:00:05,0.00%,25.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190430,4,4,00:00:38,0.00%,25.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190502,4,4,00:00:18,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190522,4,2,00:00:19,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190602,4,4,00:00:35,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190622,4,4,00:00:28,100.00%,25.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190704,4,4,00:00:56,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190706,4,4,00:00:24,0.00%,25.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-grijs/,20190707,4,4,00:00:37,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-zwart/,20181015,4,3,00:00:24,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-zwart/,20181021,4,3,00:00:40,0.00%,0.00%
/bizobike-elektrische-vouwfiets-20-inch-a-class-n8-zwart/,20181227,4,4,00:00:33,0.00%,25.00%
