# ----------------------------------------
# elektrischefietsen.com gefilterd
# Content Drilldown
# 20181001-20190710
# ----------------------------------------

Page path level 2,Date,Page Views,Unique Page Views,Avg. Time on Page,Bounce Rate,% Exit
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181029,1,1,00:00:17,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181103,1,1,00:00:13,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181105,1,1,00:00:05,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181106,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181109,1,1,00:00:25,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181118,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181127,1,1,00:00:28,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181208,1,1,00:00:55,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181209,1,1,00:00:54,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181215,1,1,00:00:46,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181216,1,1,00:00:25,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181217,1,1,00:00:44,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181222,1,1,00:00:26,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181224,1,1,00:01:30,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20181231,1,1,00:00:07,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190101,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190108,1,1,00:00:14,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190109,1,1,00:00:20,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190118,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190121,1,1,00:00:19,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190123,1,1,00:00:03,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190124,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190125,1,1,00:01:58,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190129,1,1,00:00:25,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190130,1,1,00:00:03,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190201,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190203,1,1,00:00:20,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190208,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190209,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190213,1,1,00:00:02,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190215,1,1,00:00:24,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190222,1,1,00:00:44,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190225,1,1,00:00:22,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190313,1,1,00:00:19,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190315,1,1,00:01:09,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190316,1,1,00:00:00,100.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190317,1,1,00:00:28,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190319,1,1,00:00:25,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190320,1,1,00:00:03,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190322,1,1,00:00:21,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190324,1,1,00:00:26,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190325,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190326,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190408,1,1,00:00:05,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190409,1,1,00:01:16,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190416,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190419,1,1,00:00:22,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190502,1,1,00:00:19,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190507,1,1,00:01:51,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190509,1,1,00:00:57,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190510,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190512,1,1,00:00:00,100.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190516,1,1,00:00:23,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190519,1,1,00:00:39,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190520,1,1,00:00:19,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190521,1,1,00:00:29,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190524,1,1,00:00:00,0.00%,100.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190525,1,1,00:00:36,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190530,1,1,00:01:19,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190603,1,1,00:00:29,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190605,1,1,00:01:08,0.00%,0.00%
/riese-muller-homage-rohloff-hs-2018-500wh-2018-heren-45km/,20190617,1,1,00:01:12,0.00%,0.00%
